IP_ADDRESS,EMAIL,LATITUDE,JOB_AREA,CURRENCY_NAME,JOB_TYPE,PHONE,DATABASE_COLLATION
98.227.56.146,Reed.Crist@gmail.com,48.4591,Optimization,Cuban Peso Peso Convertible,Administrator,1-080-037-0482,cp1250_bin
105.36.142.52,Ryley.Hermiston15@hotmail.com,43.2239,Program,CFP Franc,Architect,(379) 589-5700,utf8_bin
210.34.90.7,Leora.Stanton@gmail.com,-55.6042,Quality,Nuevo Sol,Specialist,1-371-276-9168 x02253,ascii_general_ci
9.204.227.246,Payton89@yahoo.com,-58.5688,Accounts,Guarani,Architect,(264) 683-6075 x721,ascii_general_ci
141.184.74.40,Patience.Mante@gmail.com,52.6179,Data,Rupiah,Architect,(700) 878-2342,cp1250_general_ci
207.109.197.1,Alexandria11@hotmail.com,-75.5900,Identity,Won,Representative,298.358.9401 x94280,ascii_general_ci
253.196.99.241,Camron15@hotmail.com,23.5889,Accounts,Som,Associate,1-692-443-8166,cp1250_general_ci
123.128.23.58,Rylee.Olson5@gmail.com,-5.4261,Interactions,Surinam Dollar,Liaison,(612) 666-0159 x54510,utf8_unicode_ci
192.81.37.63,Maynard.Gleason90@yahoo.com,56.2491,Implementation,Russian Ruble,Producer,1-633-783-1252 x728,utf8_unicode_ci
223.94.99.27,Colton.Swift@hotmail.com,31.7979,Usability,Riel,Orchestrator,1-477-243-1786 x09211,utf8_bin
134.28.120.192,Jody.Krajcik28@yahoo.com,-22.1132,Research,Som,Technician,1-562-647-1414,cp1250_general_ci
134.112.55.106,Dillan_Miller73@gmail.com,-8.5301,Marketing,Silver,Facilitator,(484) 406-7297 x390,utf8_bin
22.116.33.153,Henry.Rolfson@gmail.com,69.3807,Security,Argentine Peso,Director,676-203-5866 x2740,cp1250_general_ci
211.203.77.209,Miles24@gmail.com,35.8783,Response,Naira,Agent,827-065-0859,ascii_general_ci
12.139.103.120,Dahlia_Runolfsdottir@hotmail.com,48.2327,Paradigm,Pula,Orchestrator,1-725-987-7948 x8133,cp1250_general_ci
228.235.206.218,Guido_Durgan@gmail.com,-83.8453,Tactics,Codes specifically reserved for testing purposes,Director,897.244.6353,ascii_general_ci
253.126.52.168,Arthur_Gerhold39@gmail.com,36.7715,Web,Nuevo Sol,Planner,(721) 606-5412 x5917,ascii_general_ci
160.158.173.19,Berneice_Bode35@gmail.com,-32.5602,Brand,Seychelles Rupee,Supervisor,974-879-4438,cp1250_general_ci
85.4.201.202,Danyka_Johnston@gmail.com,-71.5953,Branding,Dobra,Officer,1-747-480-6452 x060,cp1250_general_ci
31.74.172.46,Montana33@hotmail.com,-80.1836,Intranet,Nuevo Sol,Associate,701.678.5876 x44077,utf8_general_ci
133.192.119.65,Wayne74@yahoo.com,51.7979,Marketing,Sri Lanka Rupee,Officer,755-489-3217 x084,utf8_bin
117.12.45.180,Kenyatta27@gmail.com,56.6787,Markets,Seychelles Rupee,Officer,898-583-4460 x652,utf8_unicode_ci
6.117.7.13,Rosendo36@yahoo.com,40.9467,Solutions,Dong,Specialist,(066) 454-7649,cp1250_general_ci
140.1.64.172,Dameon.Fay@yahoo.com,20.5002,Program,Lempira,Agent,781.493.2406,ascii_bin
127.10.63.174,Karine84@yahoo.com,-74.4665,Division,New Leu,Facilitator,(223) 397-6737,cp1250_general_ci
167.244.65.150,Bridie_Wuckert@gmail.com,-78.1800,Factors,Mexican Peso Mexican Unidad de Inversion (UDI),Consultant,(271) 932-2721 x89487,utf8_unicode_ci
18.58.202.202,Glenda21@gmail.com,-24.5749,Intranet,Zimbabwe Dollar,Specialist,(936) 753-3598 x086,utf8_general_ci
167.122.245.204,Jorge.Hilll46@yahoo.com,-0.5667,Interactions,Tugrik,Assistant,(165) 755-3589,ascii_general_ci
184.109.190.30,Genoveva20@gmail.com,52.8167,Infrastructure,Danish Krone,Engineer,756.280.2867 x9961,utf8_general_ci
107.81.45.118,Adriana_Glover60@gmail.com,61.3409,Paradigm,Turkish Lira,Agent,1-142-704-7154 x04750,utf8_bin
239.38.149.222,Ethelyn_Anderson93@yahoo.com,-43.1360,Tactics,Iceland Krona,Analyst,1-721-720-8090,cp1250_general_ci
11.97.243.96,Creola.Thompson57@hotmail.com,3.3448,Integration,Bahamian Dollar,Administrator,553.068.8393 x64541,ascii_general_ci
158.194.129.22,Peyton_Lynch@yahoo.com,-4.6235,Branding,Convertible Marks,Technician,(192) 937-8317 x478,cp1250_general_ci
153.225.225.73,Gerhard25@yahoo.com,45.5437,Security,Peso Uruguayo Uruguay Peso en Unidades Indexadas,Consultant,(967) 395-4498 x213,cp1250_general_ci
55.97.65.237,Sierra_Dibbert@gmail.com,64.0575,Division,Bahraini Dinar,Coordinator,(892) 290-1232 x199,utf8_general_ci
85.187.0.211,Nicholas.Tillman70@yahoo.com,-23.0695,Markets,Dalasi,Manager,177.582.9046 x019,cp1250_bin
155.176.245.10,Phyllis.Watsica85@gmail.com,-38.0240,Web,Turkish Lira,Liaison,1-544-262-5645,cp1250_bin
4.193.232.156,Johnson76@gmail.com,-47.9826,Program,Fiji Dollar,Facilitator,1-363-484-1411 x5903,ascii_bin
233.119.73.101,Esther.Johnson@yahoo.com,73.9322,Mobility,Quetzal,Associate,1-519-256-0083 x715,ascii_bin
79.18.26.135,Kariane_Gerhold44@gmail.com,-73.0247,Assurance,Naira,Assistant,675.829.1961,ascii_general_ci
138.93.5.114,Jasen.Kshlerin93@gmail.com,-29.7087,Infrastructure,Swiss Franc,Officer,413-025-5724,ascii_bin
175.189.206.253,Clare_Towne55@yahoo.com,-5.0492,Markets,UIC-Franc,Manager,(049) 125-2714 x500,utf8_unicode_ci
106.182.214.216,Shayne86@gmail.com,-78.4802,Program,Gold,Technician,1-610-188-3204 x83441,ascii_general_ci
44.16.228.200,Prudence22@gmail.com,-22.7379,Paradigm,Bulgarian Lev,Analyst,1-515-055-4940 x870,ascii_bin
213.7.248.47,Maxime6@gmail.com,-56.2582,Functionality,Canadian Dollar,Agent,284-678-0626 x346,utf8_bin
35.117.101.227,Schuyler_Volkman9@yahoo.com,30.5930,Paradigm,Rand Loti,Executive,431.495.2330 x7569,cp1250_general_ci
107.176.166.227,Ernie.Collier@yahoo.com,-9.8810,Functionality,Azerbaijanian Manat,Coordinator,471.599.3320 x763,ascii_bin
49.141.219.37,Jamal.Marvin@gmail.com,-4.6385,Interactions,Dalasi,Specialist,1-158-279-3882,ascii_general_ci
160.38.150.41,Eulah.Robel89@yahoo.com,31.9597,Communications,Colombian Peso Unidad de Valor Real,Producer,937.942.5228 x650,utf8_bin
216.187.192.167,Rashawn.Hand49@hotmail.com,-26.2129,Implementation,Iraqi Dinar,Developer,776.099.8954 x223,utf8_general_ci
109.98.221.127,Devin4@hotmail.com,37.3524,Security,Brazilian Real,Strategist,333-811-6391,utf8_general_ci
16.71.67.236,Christy.Bergnaum18@yahoo.com,-38.3741,Tactics,Ouguiya,Agent,(445) 656-7571 x4038,cp1250_bin
55.103.224.92,Derrick_Oberbrunner9@gmail.com,81.0818,Group,Mauritius Rupee,Coordinator,(520) 271-8706 x168,cp1250_general_ci
99.174.17.192,Nathan_Nikolaus@gmail.com,-27.3456,Metrics,Nakfa,Architect,(129) 533-4949 x88729,utf8_unicode_ci
233.159.173.37,Trey_Boehm@gmail.com,-41.1635,Web,Tenge,Administrator,1-537-612-6673,ascii_bin
25.136.11.23,Jacquelyn_Leffler@hotmail.com,-52.5268,Program,Iranian Rial,Representative,272-128-2716 x354,utf8_bin
4.132.203.246,Mylene.Cormier17@yahoo.com,14.6334,Accounts,Manat,Coordinator,493.274.6084,cp1250_general_ci
207.105.7.212,Kobe_Predovic@hotmail.com,-27.6918,Solutions,Solomon Islands Dollar,Producer,1-880-797-8459,ascii_bin
14.130.9.53,Shanelle.Windler97@hotmail.com,71.1023,Brand,Solomon Islands Dollar,Associate,(025) 570-5997 x6027,cp1250_general_ci
10.148.198.50,Kaylee_Wiza95@gmail.com,-24.5919,Group,New Taiwan Dollar,Designer,(512) 651-0671 x4749,ascii_bin
42.59.254.109,Cyrus.Wyman16@hotmail.com,29.9558,Accounts,CFA Franc BEAC,Officer,634.648.2926,ascii_general_ci
110.195.213.76,Elsa.Hills@hotmail.com,52.9424,Intranet,Croatian Kuna,Manager,(075) 506-0736,ascii_bin
29.62.158.50,Alanis.Hagenes86@yahoo.com,-53.6429,Security,Rand Namibia Dollar,Coordinator,(740) 765-1895,utf8_bin
245.98.84.214,Vincent30@gmail.com,-74.6229,Configuration,Swiss Franc,Architect,(548) 528-6794 x4324,cp1250_general_ci
66.21.208.124,Franz2@gmail.com,-1.6054,Factors,Jordanian Dinar,Executive,289.259.0851 x06946,utf8_bin
164.109.204.225,Kennedy_Harber98@yahoo.com,-62.7385,Brand,European Monetary Unit (E.M.U.-6),Representative,345.701.6976,ascii_general_ci
235.23.185.147,Kayli_Rosenbaum18@gmail.com,-2.3273,Factors,Gibraltar Pound,Representative,283.375.3076,cp1250_general_ci
82.33.25.45,Burdette25@hotmail.com,-53.8265,Communications,Naira,Engineer,1-187-035-2550,utf8_bin
108.116.214.39,Maryse9@gmail.com,-86.1174,Tactics,Rwanda Franc,Consultant,(158) 405-4970,ascii_general_ci
2.119.113.222,Dwight_Corkery@gmail.com,-7.0150,Interactions,Kip,Coordinator,(939) 288-3977 x95555,ascii_bin
58.249.76.143,Stuart_Klocko@hotmail.com,-87.4014,Metrics,Aruban Guilder,Orchestrator,1-486-020-2399,utf8_general_ci
3.118.233.89,Lupe_Bogan90@hotmail.com,32.7785,Group,Ethiopian Birr,Producer,1-357-693-0032,utf8_unicode_ci
2.80.124.246,Zella.Bogan34@hotmail.com,10.3406,Implementation,Moroccan Dirham,Manager,(261) 657-8769 x69076,utf8_unicode_ci
87.154.22.172,Mikel65@hotmail.com,-84.7805,Implementation,Silver,Planner,(258) 612-5097,utf8_unicode_ci
250.196.157.94,Emmett.Price66@gmail.com,-44.0096,Usability,Kenyan Shilling,Executive,(436) 784-8642 x1214,utf8_bin
251.85.180.111,Clementine.Ryan@gmail.com,-41.6257,Implementation,East Caribbean Dollar,Technician,141-335-2992 x1823,ascii_general_ci
242.144.225.111,King.Skiles@hotmail.com,-30.0372,Interactions,Liberian Dollar,Designer,001.691.4032 x235,ascii_bin
200.242.47.14,Ernie_Trantow@gmail.com,-28.0816,Intranet,Vatu,Orchestrator,1-231-142-8238,utf8_unicode_ci
229.222.132.85,Skylar.Schuppe3@yahoo.com,63.8228,Marketing,Costa Rican Colon,Strategist,729.686.5979 x3243,cp1250_bin
207.54.250.201,Whitney30@gmail.com,19.1362,Interactions,Netherlands Antillian Guilder,Architect,143.251.6605 x84464,utf8_unicode_ci
34.106.120.247,Aliya.Rosenbaum1@hotmail.com,-20.7408,Paradigm,Costa Rican Colon,Engineer,(549) 342-7321 x5058,ascii_general_ci
21.143.19.179,Ashtyn.Rowe@hotmail.com,-8.1525,Usability,Hryvnia,Officer,(032) 449-6676 x785,cp1250_general_ci
96.79.218.86,Kade71@yahoo.com,-16.7441,Brand,Moldovan Leu,Liaison,(751) 192-7327 x31059,utf8_bin
110.196.84.214,Shanny_Rath@gmail.com,33.3841,Group,Dominican Peso,Administrator,659-469-8778,ascii_bin
39.63.168.230,Austin7@gmail.com,65.8070,Tactics,Rupiah,Manager,386.698.5194 x81938,utf8_general_ci
78.46.144.146,Cassidy.Feeney@yahoo.com,7.5507,Tactics,Nuevo Sol,Specialist,(728) 849-1915 x287,cp1250_bin
125.56.241.127,Bailey.DuBuque@yahoo.com,69.9382,Brand,Rand Loti,Manager,(447) 545-2830,utf8_unicode_ci
138.157.120.178,Frederic.Rosenbaum52@gmail.com,-18.8894,Markets,Trinidad and Tobago Dollar,Producer,(982) 051-6248 x40211,utf8_bin
136.64.225.112,Rosalinda_Friesen@yahoo.com,60.1118,Group,Lithuanian Litas,Facilitator,496.081.4155 x96363,utf8_unicode_ci
75.158.88.90,Steve11@yahoo.com,35.2405,Research,Egyptian Pound,Strategist,947.399.2830,cp1250_general_ci
131.44.93.187,Ressie_Haag@gmail.com,12.2421,Response,Canadian Dollar,Coordinator,(080) 598-0831,cp1250_bin
152.95.17.143,Osvaldo3@hotmail.com,-29.0640,Group,Palladium,Developer,(774) 579-4573,utf8_general_ci
243.212.114.230,Vilma86@yahoo.com,-29.5699,Brand,Euro,Administrator,520-765-5944 x15595,ascii_general_ci
1.32.47.78,Verda54@hotmail.com,-3.9968,Intranet,Iceland Krona,Director,1-220-185-9392 x93189,ascii_general_ci
82.205.229.33,Geovanni_Willms12@hotmail.com,12.8232,Configuration,Burundi Franc,Specialist,189-672-6132,utf8_bin
203.32.105.37,Sidney_Greenfelder@yahoo.com,23.2760,Interactions,Egyptian Pound,Associate,147-438-2011,cp1250_general_ci
18.29.203.193,Chanel_Rempel10@gmail.com,-20.1181,Creative,Malaysian Ringgit,Coordinator,827.663.3756,utf8_general_ci
64.16.74.128,Sabryna_White19@yahoo.com,-48.3077,Tactics,Norwegian Krone,Engineer,790.505.8450,cp1250_general_ci
51.122.185.197,Abner_Schmeler35@hotmail.com,-59.1842,Marketing,Kip,Executive,416-307-3505,utf8_general_ci
159.53.123.72,Julia_Tremblay@gmail.com,-67.0651,Integration,Kip,Executive,969.657.6234,cp1250_bin
133.101.128.203,Leta35@yahoo.com,65.1350,Configuration,Rwanda Franc,Producer,797.299.8570 x450,utf8_bin
89.99.199.231,Kasey.Fisher@gmail.com,-57.2223,Data,Brazilian Real,Developer,507-620-3238,cp1250_general_ci
22.19.138.30,Ara65@hotmail.com,-18.8809,Brand,Yuan Renminbi,Representative,1-655-013-1327,ascii_bin
15.34.171.150,Maximilian69@gmail.com,8.5777,Infrastructure,Congolese Franc,Executive,115.896.9549 x922,cp1250_bin
206.246.198.2,Mario28@gmail.com,-68.7300,Web,Costa Rican Colon,Liaison,1-646-016-1727 x06813,cp1250_bin
2.131.220.176,Taryn81@yahoo.com,15.2333,Markets,Russian Ruble,Administrator,590-622-4795 x224,utf8_general_ci
125.56.201.221,Joseph.Kozey@gmail.com,1.8050,Brand,Cuban Peso Peso Convertible,Specialist,1-851-685-7746 x72412,cp1250_bin
125.125.77.19,Laurence_Rippin45@yahoo.com,51.7648,Metrics,Hong Kong Dollar,Assistant,336-945-9065 x04715,cp1250_bin
19.222.64.243,Vaughn_Harvey@gmail.com,-40.1361,Identity,Kip,Analyst,248-719-5232 x91743,ascii_general_ci
222.55.110.107,Gus37@yahoo.com,37.2229,Optimization,Guinea Franc,Supervisor,1-116-307-3606 x002,ascii_bin
198.107.144.66,Bryana45@yahoo.com,17.7642,Division,Vatu,Representative,867.037.1098,utf8_general_ci
97.27.192.173,Ervin_Hirthe@gmail.com,45.5079,Research,Uzbekistan Sum,Coordinator,(577) 401-8349 x146,ascii_general_ci
251.158.165.42,Tiana77@gmail.com,69.6641,Paradigm,Turkish Lira,Designer,096-787-2899,cp1250_general_ci
91.1.221.227,Neil_Okuneva@gmail.com,-7.9834,Factors,Burundi Franc,Facilitator,1-294-237-2671 x79387,utf8_general_ci
189.10.84.145,Marty.Christiansen@yahoo.com,-39.4975,Factors,Colombian Peso Unidad de Valor Real,Liaison,1-575-667-2304,ascii_bin
95.147.59.235,Xzavier_Bergstrom@yahoo.com,87.5179,Accounts,Pataca,Officer,437-490-0685 x9204,ascii_general_ci
50.73.189.254,Maiya_Ledner22@hotmail.com,58.9731,Creative,Libyan Dinar,Planner,847-383-3788 x39856,utf8_general_ci
85.201.180.222,Camden_Corkery21@hotmail.com,60.2249,Research,Sudanese Pound,Representative,819.681.1994,utf8_bin
15.194.0.158,Gerhard47@hotmail.com,-64.6091,Metrics,Belize Dollar,Developer,037-303-1643 x279,utf8_general_ci
247.63.178.208,Kelsi_VonRueden62@gmail.com,-21.1096,Marketing,Chilean Peso Unidades de fomento,Analyst,910.065.7124,ascii_bin
143.64.53.62,Alena_Bergnaum@yahoo.com,-41.7508,Data,UAE Dirham,Designer,635-370-4594,utf8_bin
177.158.81.141,Boris_Daugherty@yahoo.com,39.0743,Accounts,Taka,Associate,248.009.1793 x7590,utf8_unicode_ci
183.110.222.64,Noemi.Heaney44@hotmail.com,-51.6381,Metrics,Zimbabwe Dollar,Executive,456-857-7905 x28594,cp1250_general_ci
113.81.40.12,Jaquan.Daugherty73@gmail.com,-45.0696,Applications,New Taiwan Dollar,Strategist,1-238-780-1396 x4974,ascii_bin
48.149.65.43,Daren87@gmail.com,-46.9341,Metrics,Mexican Peso Mexican Unidad de Inversion (UDI),Agent,(315) 225-0925 x03756,utf8_unicode_ci
203.12.229.238,Roselyn66@gmail.com,74.1038,Marketing,Lempira,Representative,1-765-483-5957,ascii_bin
20.216.50.147,Jean.Jacobi79@hotmail.com,-72.7312,Solutions,Gibraltar Pound,Producer,674.024.8555 x60361,ascii_bin
194.104.3.18,Elyse83@gmail.com,60.5228,Optimization,Bulgarian Lev,Associate,763.760.7669 x0718,utf8_unicode_ci
112.247.238.30,Chyna_Green@hotmail.com,16.7998,Communications,Rupiah,Director,(829) 802-3088,cp1250_general_ci
141.196.130.142,Alia_Lynch@gmail.com,-72.6865,Solutions,Iceland Krona,Architect,(067) 141-9433,utf8_unicode_ci
197.177.14.28,Cale.Cormier87@yahoo.com,-46.0766,Mobility,Kip,Agent,338.927.0991 x515,utf8_bin
156.97.204.188,Joelle.Fisher@hotmail.com,-59.5807,Paradigm,Congolese Franc,Designer,1-794-075-8831,utf8_unicode_ci
178.247.118.104,Hardy23@hotmail.com,58.9919,Program,Ethiopian Birr,Supervisor,157.907.9536,utf8_bin
36.39.254.84,Alexys.Green@yahoo.com,-88.0544,Operations,Mexican Peso Mexican Unidad de Inversion (UDI),Designer,1-010-361-2231 x0460,utf8_general_ci
163.97.104.204,Golda.Ferry1@yahoo.com,6.7289,Assurance,Swedish Krona,Agent,047-787-8262 x48884,cp1250_bin
227.204.191.14,Vincenza_Leffler48@yahoo.com,-19.2326,Group,Metical,Administrator,1-918-550-0134,ascii_general_ci
109.17.59.213,Gerald_Daniel26@gmail.com,77.9755,Tactics,Rand,Officer,(847) 151-3174 x322,ascii_general_ci
42.85.167.219,Kian74@yahoo.com,67.8291,Web,Latvian Lats,Assistant,014.689.6926 x995,utf8_bin
175.121.213.7,Hortense.Monahan0@hotmail.com,18.1881,Paradigm,Ouguiya,Technician,096-306-1849 x1232,ascii_bin
248.174.118.204,Robbie.Bosco@yahoo.com,-20.4954,Communications,Hong Kong Dollar,Orchestrator,616-015-3888,cp1250_bin
135.19.54.7,Dedrick11@hotmail.com,26.7645,Integration,Belize Dollar,Designer,1-997-743-9006 x6805,ascii_general_ci
163.19.181.3,Wilhelmine40@yahoo.com,86.6873,Implementation,Dalasi,Facilitator,(310) 073-1902 x538,utf8_general_ci
181.101.100.18,Annalise11@gmail.com,-56.7129,Factors,Kina,Facilitator,740.478.2580 x290,utf8_unicode_ci
107.64.65.85,Peyton_Gulgowski@gmail.com,45.0627,Configuration,Solomon Islands Dollar,Producer,002-575-9885,utf8_general_ci
225.248.193.239,Ola_Hilpert78@yahoo.com,-73.6944,Directives,Liberian Dollar,Strategist,(713) 693-5895 x3610,utf8_general_ci
123.72.167.181,Akeem_Will@yahoo.com,-13.9312,Functionality,Guarani,Agent,923-079-4399,utf8_bin
62.107.227.185,Camille.Abbott@yahoo.com,42.7845,Communications,Hong Kong Dollar,Coordinator,(709) 042-2885 x493,utf8_bin
35.158.39.111,Madilyn_Veum86@yahoo.com,78.6157,Group,Leone,Agent,(594) 074-2480 x006,utf8_bin
52.185.185.244,Trystan.Carter@gmail.com,3.4488,Quality,Dalasi,Agent,(500) 837-7218 x733,cp1250_bin
154.238.91.198,Erik.Rice@gmail.com,-12.2569,Factors,Peso Uruguayo Uruguay Peso en Unidades Indexadas,Administrator,334.452.8820,ascii_general_ci
115.54.234.101,Rosetta.Zemlak89@yahoo.com,9.5967,Data,Swiss Franc,Agent,(139) 583-3977,cp1250_general_ci
77.55.51.17,Deborah.Lind@yahoo.com,-33.0484,Paradigm,Euro,Analyst,1-291-947-6976,cp1250_general_ci
248.70.181.25,Paul_Reichert28@gmail.com,-46.9681,Intranet,UAE Dirham,Consultant,338-936-6503 x322,utf8_bin
181.56.187.39,Enos40@gmail.com,35.0577,Branding,Pa'anga,Technician,405-272-2082 x568,ascii_general_ci
233.207.50.33,Jacques55@gmail.com,-69.1914,Brand,New Leu,Manager,550-327-3452,utf8_bin
63.254.177.190,Jeffrey.Hegmann53@yahoo.com,7.6201,Identity,Fiji Dollar,Producer,1-090-006-8709 x4067,cp1250_bin
41.170.178.205,Clifford95@hotmail.com,80.0711,Division,East Caribbean Dollar,Engineer,(358) 937-3592 x615,ascii_bin
236.3.51.247,Ena_Kohler42@yahoo.com,59.0975,Quality,Philippine Peso,Administrator,620-689-4455 x339,utf8_general_ci
91.5.136.212,Ruby_Bartell88@hotmail.com,6.1381,Configuration,Solomon Islands Dollar,Supervisor,(175) 792-2896,cp1250_bin
80.233.242.160,Estell47@yahoo.com,-62.3409,Response,Som,Administrator,1-887-529-0447 x250,utf8_general_ci
11.212.10.93,Amir_Fahey58@gmail.com,30.4797,Security,Lempira,Architect,423-292-3106,utf8_general_ci
247.82.144.116,Rosendo.Schultz@hotmail.com,-44.1250,Solutions,Indian Rupee,Administrator,(492) 125-6081 x4886,utf8_bin
128.60.73.165,Columbus_Schimmel73@hotmail.com,-45.3877,Tactics,European Unit of Account 9(E.U.A.-9),Consultant,864.230.1700 x77350,utf8_bin
75.35.187.162,Abner_Brakus@hotmail.com,52.1378,Mobility,Uganda Shilling,Director,(653) 669-0639,utf8_general_ci
143.161.126.125,Savannah32@yahoo.com,49.2261,Security,Russian Ruble,Liaison,(132) 957-9516 x2768,cp1250_bin
95.31.230.26,Melody67@yahoo.com,76.8802,Interactions,Pound Sterling,Associate,(392) 417-8935 x9565,utf8_general_ci
212.98.107.34,Paris_Skiles48@gmail.com,35.6899,Functionality,Ethiopian Birr,Strategist,241.237.6437 x429,cp1250_general_ci
158.208.109.32,Palma_Bergnaum81@hotmail.com,2.6429,Assurance,Lebanese Pound,Designer,490-706-5293,utf8_general_ci
231.113.206.147,Hope46@hotmail.com,79.0595,Optimization,Cayman Islands Dollar,Architect,1-324-957-5913,utf8_unicode_ci
174.175.77.162,Brionna67@hotmail.com,-45.3454,Web,Nepalese Rupee,Consultant,1-298-096-4556,ascii_general_ci
185.183.232.221,Rebeca.Grant@gmail.com,-70.4081,Accounts,Nakfa,Architect,1-939-291-2679,ascii_bin
25.139.29.225,Kylie.Goldner@yahoo.com,-76.9150,Accounts,Rupiah,Administrator,(556) 265-5104,ascii_bin
221.105.235.240,Cleveland.Kiehn@yahoo.com,56.7994,Integration,Mexican Peso Mexican Unidad de Inversion (UDI),Associate,014-602-8998 x5289,ascii_bin
240.52.27.33,Gussie.Abbott61@hotmail.com,83.7155,Response,Guyana Dollar,Specialist,1-408-402-3007 x718,utf8_bin
0.138.43.52,Raymond_Dare@yahoo.com,74.8503,Brand,Cuban Peso Peso Convertible,Planner,(672) 711-8056 x6395,utf8_unicode_ci
43.135.24.12,Nathen.Conn@gmail.com,-9.8248,Accountability,Hong Kong Dollar,Facilitator,116-506-3364 x762,utf8_unicode_ci
84.181.226.253,Jacinthe.Witting78@yahoo.com,56.2249,Quality,Pound Sterling,Assistant,907.788.3973 x24735,cp1250_bin
12.213.17.121,Layla10@gmail.com,80.1409,Brand,Philippine Peso,Manager,643.552.9602 x1303,ascii_general_ci
116.210.229.117,Vicenta.Turcotte@gmail.com,-44.1280,Web,Guarani,Producer,1-429-726-5478 x907,ascii_general_ci
78.52.67.22,Katherine_Heller@gmail.com,-7.7494,Configuration,New Israeli Sheqel,Agent,809-904-2876,ascii_bin
178.231.169.114,Malvina.Zulauf@hotmail.com,28.9828,Usability,Boliviano Mvdol,Agent,(946) 602-9183,utf8_general_ci
85.151.88.104,Sharon30@yahoo.com,-13.9057,Usability,CFA Franc BCEAO,Facilitator,(224) 715-7519 x32565,ascii_bin
238.152.113.12,Howard.Torphy@hotmail.com,-20.4161,Optimization,Dong,Associate,(388) 507-5031 x30242,ascii_bin
192.243.105.89,Susie_Toy@gmail.com,-35.9074,Program,Zambian Kwacha,Planner,1-497-955-7734,utf8_general_ci
153.135.123.163,Horacio.Hartmann91@gmail.com,89.8671,Metrics,Nakfa,Associate,732.567.2482,ascii_bin
255.218.246.139,Elian_Emmerich37@hotmail.com,-51.3538,Integration,Balboa US Dollar,Assistant,(358) 395-5718 x79025,cp1250_general_ci
18.145.29.73,Grayce_Spencer@gmail.com,3.0336,Data,Yen,Assistant,689-691-0668 x0855,cp1250_general_ci
210.16.220.127,Judge.Stamm31@hotmail.com,53.8255,Implementation,Pa'anga,Designer,1-378-298-6501,ascii_general_ci
65.163.173.65,Shawna.Russel99@yahoo.com,37.2894,Implementation,Bahraini Dinar,Producer,622-147-5743 x531,cp1250_general_ci
66.38.209.108,Mariano1@gmail.com,79.9255,Division,Leone,Engineer,(018) 896-1449,utf8_bin
9.31.248.56,Mollie38@hotmail.com,-71.0665,Identity,Syrian Pound,Officer,1-141-864-4179,ascii_general_ci
231.186.154.98,Erica.Upton@gmail.com,-70.1919,Marketing,Azerbaijanian Manat,Technician,086.400.1939 x904,utf8_unicode_ci
238.108.226.94,Kali_Kuhn@yahoo.com,-38.9938,Markets,Bond Markets Units European Composite Unit (EURCO),Architect,1-231-740-3571,utf8_bin
219.45.117.255,Abby_Osinski@yahoo.com,51.1973,Factors,Leone,Strategist,1-782-096-7617 x7714,cp1250_general_ci
84.231.70.42,Waldo43@yahoo.com,15.3473,Implementation,Iranian Rial,Associate,666.528.3535,ascii_general_ci
252.29.65.14,Gina.Feeney@gmail.com,81.5333,Infrastructure,Indian Rupee Ngultrum,Consultant,1-168-936-4032 x528,ascii_general_ci
15.183.251.66,Cristina.Lockman@gmail.com,-30.5337,Configuration,Lempira,Manager,(626) 527-4144 x4267,utf8_unicode_ci
4.32.63.136,Gaetano_Schowalter23@hotmail.com,7.0046,Marketing,Libyan Dinar,Representative,(503) 619-7921 x595,cp1250_general_ci
187.61.120.150,Leopoldo83@gmail.com,54.3401,Program,Iraqi Dinar,Supervisor,(504) 403-7172 x698,utf8_bin
53.188.224.77,Kamren26@yahoo.com,-38.2714,Mobility,Bahraini Dinar,Coordinator,1-194-517-5955,cp1250_bin
128.27.74.113,Eveline.Pacocha48@gmail.com,-5.6905,Paradigm,Canadian Dollar,Associate,1-742-344-1997,utf8_general_ci
82.124.217.179,Eloise37@hotmail.com,61.0079,Tactics,Malagasy Ariary,Analyst,1-235-082-9612 x17149,utf8_bin
109.7.241.109,Keanu15@gmail.com,54.4366,Markets,Iraqi Dinar,Officer,1-940-460-7092 x40366,utf8_unicode_ci
3.30.213.110,Laverna_Renner57@gmail.com,64.2296,Response,Uganda Shilling,Designer,543-308-8919 x97933,cp1250_general_ci
183.20.48.226,Grayson86@hotmail.com,2.5086,Brand,Burundi Franc,Designer,(282) 834-0480 x117,ascii_bin
199.32.99.251,Letitia16@yahoo.com,25.3457,Accounts,Liberian Dollar,Consultant,1-724-139-0719 x09472,cp1250_general_ci
121.210.117.82,Hortense_Kling91@yahoo.com,37.2336,Security,Yemeni Rial,Developer,1-684-506-2741,ascii_general_ci
136.174.2.62,Domenic35@yahoo.com,3.6531,Tactics,Tenge,Orchestrator,947-762-2033,cp1250_general_ci
123.178.10.203,Delphine.Stiedemann@gmail.com,-43.8483,Intranet,Lithuanian Litas,Administrator,1-586-924-1246,cp1250_general_ci
180.148.16.32,Lessie.Dickens70@hotmail.com,-9.3577,Solutions,Guarani,Specialist,502-417-8120 x1964,utf8_bin
